tweet,label
this ur talk dey smell weeks ago both ozil and mata played in the same game ozil shone mata didnt rest,2
my brother sells and supply dried fish you can place your orders delivery within and outside niger it comes in different sizes large medium small super small r e t w e e t our hustle please,2
malik woman na like voice note we just dey hear am but we no fit see am,1
lol na this ya guy dey talk say fire service come late to iponri fire when dem com reach hose too short e come say i no get sense on top after i call am out,2
this one has come again belle don dey pain person,2
how far after the online bashing na this way una go una dey hawk our jersey like this cc,2
‍️ i still dey laugh,0
how sure are you me wey dey find you come area,0
thats one way to know girl wey nothing dey her brain just air for the record i phone is hype do your research and get back to me,2
na wetin e dey find go medical road be that,1
i hv sha learnt my lesson im not doing tutorials or telling anybody answer again this second degree and masters make everybody mind their business but e pain me e pain me ooooooo,0
something light before the elections ⠀⠀⠀⠀⠀⠀⠀⠀⠀ give me just one word youd use to describe this beauty how would you rock it sef available to order send a dm,0
wahala wey i don do today no make me remember birthday‍️‍️ and he sent me money on my birthday ooo happy birthday sucre papito gods blessings on you the twins and your beautiful wife thankyou for always️,0
doga na you i bet withna you dey i dey collect from,0
why i no dey always dey online when dey dash people money which head be my own sef well i hope heaven smile on me one day,0
na person wey get car dey get mechanic,1
you dey ask for the pc boy me i be ph boyhelp me sef na my account dey standby,0
foreeal when light no dey to charge phone how light wan dey to charge power ban lol power bank always on low,2
e be like sy all of una for dy mad tonight lets fvcking see the votes,2
you sef know,0
invictus obi aspired to inspire thats why he decided to conspire but now hell have to perspire because plans don backfire fbi don acquire the documents wey dem go use inquire forbes list membership don expire and shame don catch everybody wey dey admire holy moses,2
jack i am tired of deleting tweet cause of small error o ki lo de na and you too sebi you know what should be there right fit it in and stop stressing me elizabeth ko lo bi mi,2
omo rapture don take place ooo fuckif maleria dey catch u u go say na rapturego take ur drugs,2
wizkidfc i hailo wizkid just dey where e dey chop suya and ciroc and e dey trend like like this,0
who dey go abroad for dream nor dey do wahala of visa,0
if you never listen to bolanle by swears we need to check into your matter bolanle getti boyfriend wey no like too spend she getti boyfriend wey too dey calku she getti boyfriend omo ijebu bolanle ft ivd,0
ah taya oo she no cum fine sef wen dey dey wear bra there will not here word,2
na you wan judge her before,2
hehe dem don catch ma guy with expo in dat pocket worse say e no even use am cos d exam easy pass wetin we think nd e come pay k to free emself,2
lol i cant be in that kinda chat ordinary private chat sef i sabi how many bcs and vns i dey receive from my parents every week,0
the other guy na sabi man,0
you go don know say dis one na lawyer e wan turn case upside down,2
so curtis graham u no fit direct beta knife stabbing scene this stabbing looks like the we did in the short film we made im annoyed cos were amateurs making a movie with zero budget and u people are oyibo with plenty equipment woz deez,2
happy birthdaydear more grace to you o boy see uniform biafra army uniform chaii omo na this one be original army uniform no be that onion bag wey nigeria army dey wear choii this one be confirm i done fall inlove,0
una don dey overdo am for the benin city which one small pikin when never reach dey do for hk make una calm down chairmen abeg no go spoil smallie life because grown up boys nor dey loyal again shuoooo wetin dey xup na every body must do yahoo,2
but talk true o this ur selection no dey weird for ur eye as person wey dey watch wella,2
those chicken no go don for their pots in jesus name ooo and if dem do stronghead eat am dem go purge from now reach december awon ole oloriburuku,2
forget relationship matter abeg na who dey alive dey toast girl,2
one of its kind perfume oil wey pass perfume oil any fragrance wey you want please retweet my customers fit dey your side,0
na wetin me dey reason since o,1
its coolest wen money dey,0
mdcn fwacp nma no go see this one na to shamelessly increase primaries to k they sabi yeye dey smell for sabo,2
them go surely tire for this corona money wey dem dey chop,2
after this argentinas loss anybody wey curse super eagles eh him papa this same croatia wey fear us wey use own goal and penalty beat us naim dey destroy messi and argentina like this wow,2
serious wahala for people wey no dey use vsp botanics dont procrastinate rush now and place your orders on vsp botanics ig page and join the glowing skin gang the quality is premium and effective for your skin,0
be like say i go go through vlad following cause the kind things wey dey appear for e tl ehn,0
first time i knew i wont fall as onitsha boy wey i be buh e shock me when e come be like say we dey enter potholes for air ‍️,2
stop this nahhh i dey chop hot dog for sharwama i cook spaghetti hot dog is inside indomie hot dog is inside even my nigerian jellof hot dog dey pls nahhh hot is like a spice to all my food,2
